202511736,Fatma Yıldız,CS,1,fatma.yildiz,ME,1
202310649,Simge Şimşek,CEN,1,simge.simsek
202310522,Buse Kılıç,CEN,1,buse.kilic
202310991,Melis Demir,CEN,1,melis.demir
202310450,Selin Uzun,CEN,1,selin.uzun
202310711,Emre Çetin,CEN,1,emre.cetin
202310793,Tolga Polat,CEN,1,tolga.polat
202310162,Tuğba Yıldırım,CEN,1,tugba.yildirim
202310748,Deniz Tekin,CEN,1,deniz.tekin
202310982,Duru Çakır,CEN,1,duru.cakir
202310234,Sinan Aydın,CEN,1,sinan.aydin
202310171,Beren Özcan,CEN,1,beren.ozcan
202310045,Kerem Bulut,CEN,1,kerem.bulut
202310306,İrem Kaplan,CEN,1,irem.kaplan
202310892,Bora Kaplan,CEN,1,bora.kaplan
202310630,Onur Bulut,CEN,1,onur.bulut
202310630,Selin Aydın,CEN,1,selin.aydin
202310586,Duru Yılmaz,CEN,1,duru.yilmaz
202310937,Serra Polat,CEN,1,serra.polat
202310676,Simge Arslan,CEN,1,simge.arslan
202310810,Selin Çakır,CEN,1,selin.cakir
202310207,Kerem Yıldırım,CEN,1,kerem.yildirim
202310072,Burak Çelik,CEN,1,burak.celik
202310531,Utku Özbek,CEN,1,utku.ozbek
202310595,Ece Özcan,CEN,1,ece.ozcan
202310234,Doruk Korkmaz,CEN,1,doruk.korkmaz
202310072,Onur Yılmaz,CEN,1,onur.yilmaz
202374126,Emre Avcı,MBG,1,emre.avci
202374874,Serra Şahin,MBG,1,serra.sahin
202374496,Tuğba Arslan,MBG,1,tugba.arslan
202374892,Mehmet Çetin,MBG,1,mehmet.cetin
202374432,Tolga Erten,MBG,1,tolga.erten
202374315,Oğuz Özbek,MBG,1,oguz.ozbek
202374153,Mert Uzun,MBG,1,mert.uzun
202374865,Oğuz Çetin,MBG,1,oguz.cetin
202374522,Mert Çetin,MBG,1,mert.cetin
202374306,Simge Avcı,MBG,1,simge.avci
202374810,Gökçe Öztürk,MBG,1,gokce.ozturk
202374180,Deniz Yıldırım,MBG,1,deniz.yildirim
202374360,Serra Çakır,MBG,1,serra.cakir
202374568,Bora Bulut,MBG,1,bora.bulut
202374667,Doruk Doğan,MBG,1,doruk.dogan
202374720,Emre Uzun,MBG,1,emre.uzun
202374135,Gökçe Yaman,MBG,1,gokce.yaman
202374874,Batuhan Yılmaz,MBG,1,batuhan.yilmaz
202374432,Deniz Şimşek,MBG,1,deniz.simsek
202374090,Ece Arslan,MBG,1,ece.arslan
202374513,Azra Doğan,MBG,1,azra.dogan
202374621,Zeynep Kaplan,MBG,1,zeynep.kaplan
202374360,Bora Özbek,MBG,1,bora.ozbek
202374595,Pelin Karadeniz,MBG,1,pelin.karadeniz
202374720,Kerem Kaplan,MBG,1,kerem.kaplan
202374649,Yiğit Kaplan,MBG,1,yigit.kaplan
202374540,Tolga Sarı,MBG,1,tolga.sari
202374757,Doruk Kaplan,MBG,1,doruk.kaplan
202366495,Mert Çakır,BA,1,mert.cakir
202366008,Gökçe Koç,BA,1,gokce.koc
202366512,Bora Kaya,BA,1,bora.kaya
202366648,Ahmet Yaman,BA,1,ahmet.yaman
202366846,Emre Can,BA,1,emre.can
202366909,Emir Özkan,BA,1,emir.ozkan
202366945,Arda Kaplan,BA,1,arda.kaplan
202366846,Bora Erten,BA,1,bora.erten
202366918,Gökçe Arslan,BA,1,gokce.arslan
202366053,Selin Sarı,BA,1,selin.sari
202366503,Tolga Yıldırım,BA,1,tolga.yildirim
202366369,Zeynep Kurt,BA,1,zeynep.kurt
202366459,Doruk Uzun,BA,1,doruk.uzun
202366756,Melis Arslan,BA,1,melis.arslan
202366567,Mert Korkmaz,BA,1,mert.korkmaz
202366071,Mehmet Aydın,BA,1,mehmet.aydin
202366846,Gökçe Bulut,BA,1,gokce.bulut
202366873,Pelin Uysal,BA,1,pelin.uysal
202366882,Tuğba Can,BA,1,tugba.can
202366710,Pelin Aktaş,BA,1,pelin.aktas
202366459,Damla Çakır,BA,1,damla.cakir
202366936,Sinan Özkan,BA,1,sinan.ozkan
202366233,Can Kurt,BA,1,can.kurt
202366053,Emir Özbek,BA,1,emir.ozbek
202366891,Arda Yıldırım,BA,1,arda.yildirim
202366260,Ahmet Özbek,BA,1,ahmet.ozbek
202377880,Batuhan Aksoy,PSY,1,batuhan.aksoy
202377295,Emir Yılmaz,PSY,1,emir.yilmaz
202377727,Duru Aydın,PSY,1,duru.aydin
202377989,Buse Çelik,PSY,1,buse.celik
202377484,İrem Erdem,PSY,1,irem.erdem
202377376,Doruk Şahin,PSY,1,doruk.sahin
202377619,Fatma Yiğit,PSY,1,fatma.yigit
202377501,Azra Kaplan,PSY,1,azra.kaplan
202377907,Bora Kurt,PSY,1,bora.kurt
202377565,Sinan Öztürk,PSY,1,sinan.ozturk
202377033,Doruk Yıldız,PSY,1,doruk.yildiz
202377574,Kerem Uysal,PSY,1,kerem.uysal
202377754,Beren Özkan,PSY,1,beren.ozkan
202377727,Tolga Kurt,PSY,1,tolga.kurt
202377682,Tuğba Kurt,PSY,1,tugba.kurt
202377079,Damla Şimşek,PSY,1,damla.simsek
202377619,Burak Yiğit,PSY,1,burak.yigit
202377150,Melis Özkan,PSY,1,melis.ozkan
202377574,Mehmet Özcan,PSY,1,mehmet.ozcan
202377600,Duru Çetin,PSY,1,duru.cetin
202377006,Mehmet Yılmaz,PSY,1,mehmet.yilmaz
202377871,Batuhan Uzun,PSY,1,batuhan.uzun
202377574,Yiğit Öztürk,PSY,1,yigit.ozturk
202377402,İrem Yaman,PSY,1,irem.yaman
202377637,Deniz Arslan,PSY,1,deniz.arslan
202377619,İrem Kaya,PSY,1,irem.kaya
202377691,Batuhan Yaman,PSY,1,batuhan.yaman
202377169,Oğuz Uysal,PSY,1,oguz.uysal
202377231,Batuhan Uysal,PSY,1,batuhan.uysal
202377556,Buse Aktaş,PSY,1,buse.aktas
202377547,Tuğba Yılmaz,PSY,1,tugba.yilmaz
202377376,Pelin Avcı,PSY,1,pelin.avci
202377673,Tuğba Öztürk,PSY,1,tugba.ozturk
202377727,Oğuz Yaman,PSY,1,oguz.yaman
202377510,Serra Erten,PSY,1,serra.erten
202380138,Mert Şimşek,F,1,mert.simsek
202380895,Can Kılıç,F,1,can.kilic
202380895,Melis Özcan,F,1,melis.ozcan
202380589,Yiğit Bulut,F,1,yigit.bulut
202380886,Kerem Erdem,F,1,kerem.erdem
202380660,Arda Uysal,F,1,arda.uysal
202380011,Gizem Sarı,F,1,gizem.sari
202380615,Berk Bulut,F,1,berk.bulut
202380606,Fatma Tekin,F,1,fatma.tekin
202380282,Sinan Arslan,F,1,sinan.arslan
202380408,Burak Polat,F,1,burak.polat
202380804,İrem Özkan,F,1,irem.ozkan
202380192,İrem Koç,F,1,irem.koc
202380327,Utku Tekin,F,1,utku.tekin
202380462,Doruk Polat,F,1,doruk.polat
202380895,Bora Sarı,F,1,bora.sari
202380534,Fatma Erten,F,1,fatma.erten
202380462,Gizem Tekin,F,1,gizem.tekin
202380822,Can Erten,F,1,can.erten
202380831,Oğuz Avcı,F,1,oguz.avci
202380219,Damla Karadeniz,F,1,damla.karadeniz
202380174,Kaan Uzun,F,1,kaan.uzun
202380138,Yiğit Koç,F,1,yigit.koc
202380877,Alara Erdem,F,1,alara.erdem
202380714,Arda Uzun,F,1,arda.uzun
202380020,Onur Şimşek,F,1,onur.simsek
202380255,Doruk Tekin,F,1,doruk.tekin
202380886,Tuğba Aktaş,F,1,tugba.aktas
202380903,Utku Özkan,F,1,utku.ozkan
202380868,Yiğit Aksoy,F,1,yigit.aksoy
202311224,Alara Özdemir,CS,1,alara.ozdemir
202311990,Doruk Koç,CS,1,doruk.koc
202311080,Mert Arslan,CS,1,mert.arslan
202311747,Selin Can,CS,1,selin.can
202311648,Ayşe Yaman,CS,1,ayse.yaman
202311260,Emre Uysal,CS,1,emre.uysal
202311143,Pelin Erdem,CS,1,pelin.erdem
202311693,Alara Güneş,CS,1,alara.gunes
202311882,İrem Yiğit,CS,1,irem.yigit
202311206,Burak Yıldırım,CS,1,burak.yildirim
202311738,Doruk Avcı,CS,1,doruk.avci
202311279,Bora Koç,CS,1,bora.koc
202311071,Damla Bulut,CS,1,damla.bulut
202311828,Duru Kaplan,CS,1,duru.kaplan
202311585,Mehmet Özdemir,CS,1,mehmet.ozdemir
202311891,Utku Şimşek,CS,1,utku.simsek
202311440,Fatma Aksoy,CS,1,fatma.aksoy
202311107,Ece Uysal,CS,1,ece.uysal
202311846,Azra Bulut,CS,1,azra.bulut
202311774,Yiğit Avcı,CS,1,yigit.avci
202311512,Berk Can,CS,1,berk.can
202311224,Damla Özdemir,CS,1,damla.ozdemir
202311125,Berk Şahin,CS,1,berk.sahin
202311495,Selin Özbek,CS,1,selin.ozbek
202311134,Zeynep Koç,CS,1,zeynep.koc
202333653,Mehmet Erten,EE,1,mehmet.erten
202333725,Doruk Uysal,EE,1,doruk.uysal
202333329,Kaan Yıldırım,EE,1,kaan.yildirim
202333013,Simge Kaplan,EE,1,simge.kaplan
202333996,İrem Aksoy,EE,1,irem.aksoy
202333635,Tolga Yaman,EE,1,tolga.yaman
202333310,Azra Arslan,EE,1,azra.arslan
202333653,Tuğba Erdem,EE,1,tugba.erdem
202333059,Deniz Aydın,EE,1,deniz.aydin
202333112,Bora Yaman,EE,1,bora.yaman
202333851,Pelin Erten,EE,1,pelin.erten
202333202,Fatma Kaya,EE,1,fatma.kaya
202333149,Ece Sarı,EE,1,ece.sari
202333824,Serra Çetin,EE,1,serra.cetin
202333527,Batuhan Özbek,EE,1,batuhan.ozbek
202333022,Beren Erten,EE,1,beren.erten
202333059,Kaan Çetin,EE,1,kaan.cetin
202333716,Azra Korkmaz,EE,1,azra.korkmaz
202333194,Mert Tekin,EE,1,mert.tekin
202333851,Doruk Erten,EE,1,doruk.erten
202333446,Kaan Şimşek,EE,1,kaan.simsek
202333202,Gökçe Çakır,EE,1,gokce.cakir
202333527,Gizem Şahin,EE,1,gizem.sahin
202333103,Beren Yaman,EE,1,beren.yaman
202333789,Bora Güneş,EE,1,bora.gunes
202344831,Tuğba Koç,ME,1,tugba.koc
202344840,Gökçe Şahin,ME,1,gokce.sahin
202344165,Buse Avcı,ME,1,buse.avci
202344363,Fatma Kurt,ME,1,fatma.kurt
202344543,Fatma Şimşek,ME,1,fatma.simsek
202344345,Can Özbek,ME,1,can.ozbek
202344769,Melis Çakır,ME,1,melis.cakir
202344930,Serra Tekin,ME,1,serra.tekin
202344011,Gizem Uysal,ME,1,gizem.uysal
202344309,Utku Avcı,ME,1,utku.avci
202344949,Gizem Aslan,ME,1,gizem.aslan
202344651,Gökçe Yıldız,ME,1,gokce.yildiz
202344066,Utku Yıldırım,ME,1,utku.yildirim
202344516,Sinan Uzun,ME,1,sinan.uzun
202344633,Gökçe Kurt,ME,1,gokce.kurt
202344237,Burak Aslan,ME,1,burak.aslan
202344246,Kerem Özcan,ME,1,kerem.ozcan
202344327,Oğuz Can,ME,1,oguz.can
202344200,Damla Şahin,ME,1,damla.sahin
202344787,Melis Uysal,ME,1,melis.uysal
202344903,Tolga Yıldız,ME,1,tolga.yildiz
202344822,Batuhan Yıldırım,ME,1,batuhan.yildirim
202344039,Arda Korkmaz,ME,1,arda.korkmaz
202344697,Ahmet Kaplan,ME,1,ahmet.kaplan
202344679,Berk Erdem,ME,1,berk.erdem
202344859,Gökçe Erten,ME,1,gokce.erten
202344066,Emir Yıldırım,ME,1,emir.yildirim
202344110,Utku Karadeniz,ME,1,utku.karadeniz
202344750,Oğuz Öztürk,ME,1,oguz.ozturk
202344516,Damla Tekin,ME,1,damla.tekin
202344769,Melis Aslan,ME,1,melis.aslan
202322385,Berk Doğan,IE,1,berk.dogan
202322259,Mert Aslan,IE,1,mert.aslan
202322628,Simge Aktaş,IE,1,simge.aktas
202322673,Fatma Can,IE,1,fatma.can
202322727,Gökçe Polat,IE,1,gokce.polat
202322781,Kaan Uysal,IE,1,kaan.uysal
202322727,Buse Polat,IE,1,buse.polat
202322736,Azra Karadeniz,IE,1,azra.karadeniz
202322600,Kerem Özdemir,IE,1,kerem.ozdemir
202322772,Beren Özbek,IE,1,beren.ozbek
202322484,Melis Özdemir,IE,1,melis.ozdemir
202322286,Gizem Polat,IE,1,gizem.polat
202322637,Sinan Çelik,IE,1,sinan.celik
202322222,Mert Kurt,IE,1,mert.kurt
202322556,İrem Uysal,IE,1,irem.uysal
202322204,Gizem Yiğit,IE,1,gizem.yigit
202322673,Bora Aksoy,IE,1,bora.aksoy
202322448,Tolga Karadeniz,IE,1,tolga.karadeniz
202322277,Selin Yaman,IE,1,selin.yaman
202322998,Onur Yıldırım,IE,1,onur.yildirim
202322501,Batuhan Kılıç,IE,1,batuhan.kilic
202322925,Buse Erdem,IE,1,buse.erdem
202322655,Pelin Bulut,IE,1,pelin.bulut
202322358,Ayşe Özkan,IE,1,ayse.ozkan
202322574,Arda Erdem,IE,1,arda.erdem
202322808,Oğuz Tekin,IE,1,oguz.tekin
202322826,Oğuz Sarı,IE,1,oguz.sari
202322178,Gökçe Sarı,IE,1,gokce.sari
202322394,Ahmet Özcan,IE,1,ahmet.ozcan
202355604,Burak Yılmaz,CE,1,burak.yilmaz
202355244,Alara Aktaş,CE,1,alara.aktas
202355640,Emre Aktaş,CE,1,emre.aktas
202355677,Zeynep Karadeniz,CE,1,zeynep.karadeniz
202355866,Duru Uzun,CE,1,duru.uzun
202355299,Emir Can,CE,1,emir.can
202355505,Emre Tekin,CE,1,emre.tekin
202355578,Alara Uysal,CE,1,alara.uysal
202355073,Yiğit Şimşek,CE,1,yigit.simsek
202355325,Batuhan Koç,CE,1,batuhan.koc
202355785,Burak Uzun,CE,1,burak.uzun
202355604,Batuhan Yiğit,CE,1,batuhan.yigit
202355055,Gökçe Avcı,CE,1,gokce.avci
202355947,Mehmet Yıldırım,CE,1,mehmet.yildirim
202355712,Emir Tekin,CE,1,emir.tekin
202355389,Berk Yıldız,CE,1,berk.yildiz
202355361,Yiğit Özbek,CE,1,yigit.ozbek
202355749,Mehmet Şimşek,CE,1,mehmet.simsek
202355406,Burak Yıldız,CE,1,burak.yildiz
202355613,Ece Uzun,CE,1,ece.uzun
202355028,Azra Yıldız,CE,1,azra.yildiz
202355163,Mehmet Aktaş,CE,1,mehmet.aktas
202355253,Tolga Korkmaz,CE,1,tolga.korkmaz
202355280,Onur Aktaş,CE,1,onur.aktas
202355046,Utku Özdemir,CE,1,utku.ozdemir
202355000,Beren Korkmaz,CE,1,beren.korkmaz
202355523,Ahmet Demir,CE,1,ahmet.demir
202310801,Beren Tekin,CEN,1,beren.tekin
202310702,Damla Doğan,CEN,1,damla.dogan
202310720,Kaan Kaya,CEN,1,kaan.kaya
202310649,Burak Öztürk,CEN,1,burak.ozturk
202310937,Fatma Çetin,CEN,1,fatma.cetin
202310603,Ahmet Bulut,CEN,1,ahmet.bulut
202310252,Pelin Kaya,CEN,1,pelin.kaya
202310379,Burak Çetin,CEN,1,burak.cetin
202310414,Ahmet Şimşek,CEN,1,ahmet.simsek
202310595,İrem Çakır,CEN,1,irem.cakir
202310423,İrem Demir,CEN,1,irem.demir
202310270,Yiğit Aydın,CEN,1,yigit.aydin
202310667,Arda Şimşek,CEN,1,arda.simsek
202310829,Ece Aktaş,CEN,1,ece.aktas
202310586,Duru Aslan,CEN,1,duru.aslan
202310117,Tolga Güneş,CEN,1,tolga.gunes
202310162,Beren Çakır,CEN,1,beren.cakir
202310333,Gizem Arslan,CEN,1,gizem.arslan
202310577,Doruk Aktaş,CEN,1,doruk.aktas
202310298,Kaan Polat,CEN,1,kaan.polat
202310243,Tuğba Kaplan,CEN,1,tugba.kaplan
202310487,Oğuz Koç,CEN,1,oguz.koc
202310478,Berk Şimşek,CEN,1,berk.simsek
202310919,Utku Yaman,CEN,1,utku.yaman
202310991,Tolga Çetin,CEN,1,tolga.cetin
202310171,Sinan Avcı,CEN,1,sinan.avci
202374117,Onur Yaman,MBG,1,onur.yaman
202374243,Duru Tekin,MBG,1,duru.tekin
202374126,Duru Doğan,MBG,1,duru.dogan
202374603,Utku Özcan,MBG,1,utku.ozcan
202374126,Alara Yılmaz,MBG,1,alara.yilmaz
202374928,Mehmet Özbek,MBG,1,mehmet.ozbek
202374072,Bora Aslan,MBG,1,bora.aslan
202374090,Deniz Koç,MBG,1,deniz.koc
202374180,Simge Yıldız,MBG,1,simge.yildiz
202374126,Kerem Sarı,MBG,1,kerem.sari
202374757,Mert Erten,MBG,1,mert.erten
202374289,Yiğit Polat,MBG,1,yigit.polat
202374324,Azra Çelik,MBG,1,azra.celik
202374900,Doruk Kurt,MBG,1,doruk.kurt
202374892,Zeynep Yılmaz,MBG,1,zeynep.yilmaz
202374360,Kerem Erten,MBG,1,kerem.erten
202374018,Gökçe Tekin,MBG,1,gokce.tekin
202374072,Onur Çelik,MBG,1,onur.celik
202374018,Zeynep Çakır,MBG,1,zeynep.cakir
202374054,Damla Avcı,MBG,1,damla.avci
202374405,Gizem Çetin,MBG,1,gizem.cetin
202374162,Buse Yaman,MBG,1,buse.yaman
202374694,Bora Kılıç,MBG,1,bora.kilic
202374577,İrem Şimşek,MBG,1,irem.simsek
202374955,Can Tekin,MBG,1,can.tekin
202374054,Beren Kaya,MBG,1,beren.kaya
202374162,Ece Kurt,MBG,1,ece.kurt
202374568,Fatma Özbek,MBG,1,fatma.ozbek
202374739,Burak Kurt,MBG,1,burak.kurt
202374289,Melis Erdem,MBG,1,melis.erdem
202374702,İrem Kurt,MBG,1,irem.kurt
202374072,Utku Güneş,MBG,1,utku.gunes
202374469,Burak Özbek,MBG,1,burak.ozbek
202374081,Simge Can,MBG,1,simge.can
202366972,Simge Öztürk,BA,1,simge.ozturk
202366233,Mert Sarı,BA,1,mert.sari
202366594,Azra Sarı,BA,1,azra.sari
202366008,Berk Yiğit,BA,1,berk.yigit
202366486,Emre Şimşek,BA,1,emre.simsek
202366611,Kerem Aslan,BA,1,kerem.aslan
202366459,Yiğit Yılmaz,BA,1,yigit.yilmaz
202366918,Gökçe Erdem,BA,1,gokce.erdem
202366099,Azra Özdemir,BA,1,azra.ozdemir
202366404,Gökçe Aydın,BA,1,gokce.aydin
202366675,Beren Polat,BA,1,beren.polat
202366972,Yiğit Çetin,BA,1,yigit.cetin
202366576,Burak Avcı,BA,1,burak.avci
202366279,Duru Erten,BA,1,duru.erten
202366071,Buse Yıldırım,BA,1,buse.yildirim
202366189,Mert Kaplan,BA,1,mert.kaplan
202366152,Buse Yiğit,BA,1,buse.yigit
202366567,Fatma Aydın,BA,1,fatma.aydin
202366503,Mert Can,BA,1,mert.can
202366945,Can Can,BA,1,can.user10
202366765,Buse Doğan,BA,1,buse.dogan
202366747,Simge Uzun,BA,1,simge.uzun
202366341,Selin Arslan,BA,1,selin.arslan
202366927,İrem Yıldırım,BA,1,irem.yildirim
202366035,Doruk Can,BA,1,doruk.can
202366657,Buse Bulut,BA,1,buse.bulut
202366468,Bora Aktaş,BA,1,bora.aktas
202366008,Ahmet Korkmaz,BA,1,ahmet.korkmaz
202366611,Beren Uysal,BA,1,beren.uysal
202366404,Deniz Kurt,BA,1,deniz.kurt
202366486,Ahmet Yiğit,BA,1,ahmet.yigit
202366567,Gizem Kaplan,BA,1,gizem.kaplan
202377178,Burak Aksoy,PSY,1,burak.aksoy
202377457,Duru Koç,PSY,1,duru.koc
202377718,Emir Avcı,PSY,1,emir.avci
202377880,Doruk Yılmaz,PSY,1,doruk.yilmaz
202377312,Onur Erdem,PSY,1,onur.erdem
202377303,Arda Avcı,PSY,1,arda.avci
202377411,Damla Koç,PSY,1,damla.koc
202377132,Ayşe Özdemir,PSY,1,ayse.ozdemir
202377259,Tuğba Erten,PSY,1,tugba.erten
202377565,Onur Koç,PSY,1,onur.koc
202377808,Yiğit Çelik,PSY,1,yigit.celik
202377529,Simge Demir,PSY,1,simge.demir
202377826,Mehmet Bulut,PSY,1,mehmet.bulut
202377484,Ayşe Karadeniz,PSY,1,ayse.karadeniz
202377187,Bora Doğan,PSY,1,bora.dogan
202377114,Yiğit Uysal,PSY,1,yigit.uysal
202377114,Yiğit Çakır,PSY,1,yigit.cakir
202377277,İrem Arslan,PSY,1,irem.arslan
202377105,Utku Doğan,PSY,1,utku.dogan
202377790,Berk Yaman,PSY,1,berk.yaman
202377141,Utku Koç,PSY,1,utku.koc
202377042,Alara Çakır,PSY,1,alara.cakir
202377277,Emir Aydın,PSY,1,emir.aydin
202377088,Ahmet Arslan,PSY,1,ahmet.arslan
202377150,Alara Sarı,PSY,1,alara.sari
202377970,Gökçe Özbek,PSY,1,gokce.ozbek
202380110,Gizem Özdemir,F,1,gizem.ozdemir
202380831,Azra Koç,F,1,azra.koc
202380372,Azra Aktaş,F,1,azra.aktas
202380714,Alara Öztürk,F,1,alara.ozturk
202380363,Oğuz Özdemir,F,1,oguz.ozdemir
202380921,Doruk Özcan,F,1,doruk.ozcan
202380705,Oğuz Şimşek,F,1,oguz.simsek
202380732,Buse Özkan,F,1,buse.ozkan
202380363,Mert Özbek,F,1,mert.ozbek
202380895,Azra Polat,F,1,azra.polat
202380895,Utku Çelik,F,1,utku.celik
202380543,Burak Yaman,F,1,burak.yaman
202380444,Melis Karadeniz,F,1,melis.karadeniz
202380057,Azra Kurt,F,1,azra.kurt
202380660,Deniz Yiğit,F,1,deniz.yigit
202380002,Doruk Özkan,F,1,doruk.ozkan
202380282,Tuğba Güneş,F,1,tugba.gunes
202380525,Zeynep Şimşek,F,1,zeynep.simsek
202380057,Onur Yiğit,F,1,onur.yigit
202380462,Mert Yıldırım,F,1,mert.yildirim
202380804,Ayşe Erten,F,1,ayse.erten
202380778,Zeynep Erten,F,1,zeynep.erten
202380291,Bora Yıldız,F,1,bora.yildiz
202380589,Oğuz Çelik,F,1,oguz.celik
202380336,Tolga Özdemir,F,1,tolga.ozdemir
202380363,Fatma Aslan,F,1,fatma.aslan
202380499,Kerem Doğan,F,1,kerem.dogan
202380859,Deniz Can,F,1,deniz.can
202380354,Sinan Doğan,F,1,sinan.dogan
202266838,Mehmet Çelik,BA,4,mehmet.celik,PSY,2
